ChemDoodle_JSON;resonance;steps;reaction_type;reactant_name;product_name;acid_base;info
"{""m"":[{""a"":[{""x"":259.7284136440414,""y"":253.15177512570637,""i"":""a0""},{""x"":277.0489217197302,""y"":243.15177512570645,""i"":""a1"",""c"":1},{""x"":277.0489217197302,""y"":223.15177512570648,""i"":""a2""},{""x"":294.3694297954189,""y"":253.15177512570637,""i"":""a3""}],""b"":[{""b"":0,""e"":1,""i"":""b0""},{""b"":1,""e"":2,""i"":""b1""},{""b"":1,""e"":3,""i"":""b2""}]},{""a"":[{""x"":339.0254098974874,""y"":236.08464063770927,""i"":""a4"",""l"":""Br"",""c"":-1}]},{""a"":[{""x"":460.4685461502062,""y"":253.79509800789737,""i"":""a5""},{""x"":477.789054225895,""y"":243.79509800789748,""i"":""a6""},{""x"":495.1095623015837,""y"":253.79509800789737,""i"":""a7""},{""x"":477.789054225895,""y"":223.79509800789745,""i"":""a8""},{""x"":460.4685461502062,""y"":233.79509800789745,""i"":""a9"",""l"":""Br""}],""b"":[{""b"":0,""e"":1,""i"":""b3""},{""b"":1,""e"":2,""i"":""b4""},{""b"":1,""e"":3,""i"":""b5""},{""b"":1,""e"":4,""i"":""b6""}]}],""s"":[{""i"":""s0"",""t"":""Pusher"",""o1"":""a4"",""o2"":""a1"",""e"":2},{""i"":""s1"",""t"":""Line"",""x1"":369.38619396066713,""y1"":244.9398693228033,""x2"":407.3582520640821,""y2"":244.9398693228033,""a"":""synthetic""}]}";no;2;addition;tert-butyl carbocation;butyl bromide;acid;addition of the bromide ion on the tertiary carbocation to form a neutrally charged product
"{""m"":[{""a"":[{""x"":257.10685449509447,""y"":262.03028643863337,""i"":""a0""},{""x"":274.42736257078326,""y"":252.03028643863337,""i"":""a1""},{""x"":239.78634641940573,""y"":252.03028643863337,""i"":""a2""},{""x"":222.46583834371694,""y"":262.03028643863337,""i"":""a3""},{""x"":239.78634641940573,""y"":232.0302864386333,""i"":""a4""}],""b"":[{""b"":0,""e"":1,""i"":""b0""},{""b"":0,""e"":2,""i"":""b1"",""o"":2},{""b"":2,""e"":3,""i"":""b2""},{""b"":2,""e"":4,""i"":""b3""}]},{""a"":[{""x"":368.21796560620555,""y"":249.8080642164112,""i"":""a5"",""l"":""S""},{""x"":385.53847368189435,""y"":239.8080642164112,""i"":""a6"",""l"":""O""},{""x"":350.8974575305168,""y"":259.8080642164112,""i"":""a7"",""l"":""O""},{""x"":358.21796560620555,""y"":232.48755614072235,""i"":""a8"",""l"":""O""},{""x"":378.21796560620555,""y"":267.12857229209993,""i"":""a9"",""l"":""O""},{""x"":333.5769494548281,""y"":249.8080642164112,""i"":""a10"",""l"":""H""}],""b"":[{""b"":0,""e"":1,""i"":""b4""},{""b"":0,""e"":2,""i"":""b5""},{""b"":0,""e"":3,""i"":""b6"",""o"":2},{""b"":0,""e"":4,""i"":""b7"",""o"":2},{""b"":2,""e"":5,""i"":""b8""}]},{""a"":[{""x"":498.21796560620567,""y"":264.2080642164112,""i"":""a11""},{""x"":515.5384736818944,""y"":254.20806421641117,""i"":""a12"",""c"":1},{""x"":480.8974575305168,""y"":254.20806421641117,""i"":""a13""},{""x"":515.5384736818944,""y"":234.20806421641112,""i"":""a14""},{""x"":532.8589817575833,""y"":264.2080642164112,""i"":""a15""}],""b"":[{""b"":0,""e"":1,""i"":""b9""},{""b"":0,""e"":2,""i"":""b10""},{""b"":1,""e"":3,""i"":""b11""},{""b"":1,""e"":4,""i"":""b12""}]},{""a"":[{""x"":564.8846322728723,""y"":254.25250866085565,""i"":""a16"",""l"":""O""}]},{""a"":[{""x"":619.1969523482176,""y"":250.649205485678,""i"":""a17"",""l"":""S""},{""x"":636.5174604239064,""y"":240.6492054856779,""i"":""a18"",""l"":""O""},{""x"":601.8764442725287,""y"":260.64920548567795,""i"":""a19"",""l"":""O"",""c"":-1},{""x"":609.1969523482176,""y"":233.32869740998916,""i"":""a20"",""l"":""O""},{""x"":629.1969523482178,""y"":267.9697135613667,""i"":""a21"",""l"":""O""}],""b"":[{""b"":0,""e"":1,""i"":""b13""},{""b"":0,""e"":2,""i"":""b14""},{""b"":0,""e"":3,""i"":""b15"",""o"":2},{""b"":0,""e"":4,""i"":""b16"",""o"":2}]},{""a"":[{""x"":154.81652395109356,""y"":258.8811935121235,""i"":""a22"",""l"":""O""}]}],""s"":[{""i"":""s0"",""t"":""Line"",""x1"":407.10685449509447,""y1"":259.8080642164112,""x2"":432.66241005065007,""y2"":259.8080642164112,""a"":""synthetic""},{""i"":""s1"",""t"":""Pusher"",""o1"":""b1"",""o2"":""a10"",""e"":2},{""i"":""s2"",""t"":""Pusher"",""o1"":""b8"",""o2"":""a7"",""e"":2}]}";no;2;addition;3,3-methyl-buthen-1-ol, water, sulfuric acid;3,3-methyl-buthan-1-ol carbocation;acid;addition of a protonium ion from sulfuric acid to the double bond, then a nucleophilic attack from water to the tertiary carbocation
"{""m"":[{""a"":[{""x"":5.760539610063006,""y"":279.7174611809887,""i"":""a0""},{""x"":23.081047685751784,""y"":269.7174611809887,""i"":""a1""},{""x"":40.40155576144055,""y"":279.7174611809887,""i"":""a2""},{""x"":23.081047685751784,""y"":249.71746118098875,""i"":""a3""},{""x"":-11.559968465625765,""y"":269.7174611809887,""i"":""a4""},{""x"":-28.880476541314543,""y"":279.7174611809887,""i"":""a5""},{""x"":-11.559968465625765,""y"":249.71746118098875,""i"":""a6""}],""b"":[{""b"":0,""e"":1,""i"":""b0""},{""b"":1,""e"":2,""i"":""b1"",""o"":2},{""b"":1,""e"":3,""i"":""b2""},{""b"":0,""e"":4,""i"":""b3""},{""b"":4,""e"":5,""i"":""b4""},{""b"":4,""e"":6,""i"":""b5""}]},{""a"":[{""x"":116.87165072117409,""y"":267.49523895876655,""i"":""a7"",""l"":""S""},{""x"":134.19215879686286,""y"":257.49523895876655,""i"":""a8"",""l"":""O""},{""x"":99.55114264548533,""y"":277.49523895876655,""i"":""a9"",""l"":""O""},{""x"":106.87165072117409,""y"":250.17473088307779,""i"":""a10"",""l"":""O""},{""x"":126.87165072117409,""y"":284.8157470344553,""i"":""a11"",""l"":""O""},{""x"":82.23063456979656,""y"":267.49523895876655,""i"":""a12"",""l"":""H""}],""b"":[{""b"":0,""e"":1,""i"":""b6""},{""b"":0,""e"":2,""i"":""b7""},{""b"":0,""e"":3,""i"":""b8"",""o"":2},{""b"":0,""e"":4,""i"":""b9"",""o"":2},{""b"":2,""e"":5,""i"":""b10""}]},{""a"":[{""x"":246.87165072117415,""y"":281.8952389587666,""i"":""a13""},{""x"":264.19215879686294,""y"":271.8952389587665,""i"":""a14"",""c"":1},{""x"":229.55114264548536,""y"":271.8952389587665,""i"":""a15""},{""x"":264.19215879686294,""y"":251.89523895876656,""i"":""a16""},{""x"":212.23063456979662,""y"":281.8952389587666,""i"":""a17""},{""x"":229.55114264548536,""y"":251.89523895876656,""i"":""a18""},{""x"":281.51266687255173,""y"":281.8952389587666,""i"":""a19""}],""b"":[{""b"":0,""e"":1,""i"":""b11""},{""b"":0,""e"":2,""i"":""b12""},{""b"":1,""e"":3,""i"":""b13""},{""b"":2,""e"":4,""i"":""b14""},{""b"":2,""e"":5,""i"":""b15""},{""b"":1,""e"":6,""i"":""b16""}]},{""a"":[{""x"":313.5383173878408,""y"":271.939683403211,""i"":""a20"",""l"":""O""},{""x"":330.85882546352957,""y"":261.939683403211,""i"":""a21""}],""b"":[{""b"":0,""e"":1,""i"":""b17""}]},{""a"":[{""x"":441.3160951656186,""y"":290.7841278476553,""i"":""a22""},{""x"":458.636603241307,""y"":280.7841278476553,""i"":""a23""},{""x"":423.9955870899298,""y"":280.7841278476553,""i"":""a24""},{""x"":458.636603241307,""y"":260.7841278476553,""i"":""a25""},{""x"":406.675079014241,""y"":290.7841278476553,""i"":""a26""},{""x"":423.9955870899298,""y"":260.7841278476553,""i"":""a27""},{""x"":475.95711131699557,""y"":290.7841278476553,""i"":""a28""},{""x"":475.95711131699557,""y"":270.7841278476553,""i"":""a29"",""l"":""O"",""c"":1},{""x"":493.2776193926842,""y"":280.7841278476553,""i"":""a30"",""l"":""H""},{""x"":475.95711131699557,""y"":250.78412784765536,""i"":""a31""}],""b"":[{""b"":0,""e"":1,""i"":""b18""},{""b"":0,""e"":2,""i"":""b19""},{""b"":1,""e"":3,""i"":""b20""},{""b"":2,""e"":4,""i"":""b21""},{""b"":2,""e"":5,""i"":""b22""},{""b"":1,""e"":6,""i"":""b23""},{""b"":1,""e"":7,""i"":""b24""},{""b"":7,""e"":8,""i"":""b25""},{""b"":7,""e"":9,""i"":""b26""}]},{""a"":[{""x"":563.53831738784,""y"":268.60635006987764,""i"":""a32"",""l"":""S""},{""x"":580.8588254635289,""y"":258.60635006987764,""i"":""a33"",""l"":""O""},{""x"":546.2178093121512,""y"":278.60635006987764,""i"":""a34"",""l"":""O"",""c"":-1},{""x"":553.53831738784,""y"":251.28584199418887,""i"":""a35"",""l"":""O""},{""x"":573.5383173878403,""y"":285.92685814556637,""i"":""a36"",""l"":""O""}],""b"":[{""b"":0,""e"":1,""i"":""b27""},{""b"":0,""e"":2,""i"":""b28""},{""b"":0,""e"":3,""i"":""b29"",""o"":2},{""b"":0,""e"":4,""i"":""b30"",""o"":2}]},{""a"":[{""x"":695.2139296423146,""y"":286.8952389587665,""i"":""a37""},{""x"":712.534437718003,""y"":276.8952389587666,""i"":""a38""},{""x"":677.8934215666258,""y"":276.8952389587666,""i"":""a39""},{""x"":712.534437718003,""y"":256.8952389587666,""i"":""a40""},{""x"":729.8549457936916,""y"":286.8952389587665,""i"":""a41""},{""x"":660.5729134909369,""y"":286.8952389587665,""i"":""a42""},{""x"":677.8934215666258,""y"":256.8952389587666,""i"":""a43""},{""x"":729.8549457936919,""y"":266.8952389587666,""i"":""a44"",""l"":""O""},{""x"":747.1754538693805,""y"":276.8952389587666,""i"":""a45""}],""b"":[{""b"":0,""e"":1,""i"":""b31""},{""b"":0,""e"":2,""i"":""b32""},{""b"":1,""e"":3,""i"":""b33""},{""b"":1,""e"":4,""i"":""b34""},{""b"":2,""e"":5,""i"":""b35""},{""b"":2,""e"":6,""i"":""b36""},{""b"":1,""e"":7,""i"":""b37""},{""b"":7,""e"":8,""i"":""b38""}]},{""a"":[{""x"":816.5650343835946,""y"":271.6075426037996,""i"":""a46"",""l"":""S""},{""x"":833.8855424592833,""y"":261.6075426037996,""i"":""a47"",""l"":""O""},{""x"":799.2445263079059,""y"":281.6075426037995,""i"":""a48"",""l"":""O""},{""x"":806.5650343835946,""y"":254.28703452811084,""i"":""a49"",""l"":""O""},{""x"":826.5650343835946,""y"":288.92805067948825,""i"":""a50"",""l"":""O""}],""b"":[{""b"":0,""e"":1,""i"":""b39""},{""b"":0,""e"":2,""i"":""b40""},{""b"":0,""e"":3,""i"":""b41"",""o"":2},{""b"":0,""e"":4,""i"":""b42"",""o"":2}]},{""a"":[{""x"":308.8506374631861,""y"":225.3363802280334,""i"":""a51"",""l"":""S""},{""x"":326.17114553887495,""y"":215.33638022803333,""i"":""a52"",""l"":""O""},{""x"":291.53012938749725,""y"":235.33638022803336,""i"":""a53"",""l"":""O"",""c"":-1},{""x"":298.8506374631861,""y"":208.0158721523446,""i"":""a54"",""l"":""O""},{""x"":318.85063746318633,""y"":242.6568883037221,""i"":""a55"",""l"":""O""}],""b"":[{""b"":0,""e"":1,""i"":""b43""},{""b"":0,""e"":2,""i"":""b44""},{""b"":0,""e"":3,""i"":""b45"",""o"":2},{""b"":0,""e"":4,""i"":""b46"",""o"":2}]},{""a"":[{""x"":-96.52979093393793,""y"":276.56836825447886,""i"":""a56"",""l"":""O""},{""x"":-79.20928285824914,""y"":266.56836825447886,""i"":""a57""}],""b"":[{""b"":0,""e"":1,""i"":""b47""}]}],""s"":[{""i"":""s0"",""t"":""Pusher"",""o1"":""b1"",""o2"":""a12"",""e"":2},{""i"":""s1"",""t"":""Pusher"",""o1"":""b10"",""o2"":""a9"",""e"":2},{""i"":""s2"",""t"":""Pusher"",""o1"":""a20"",""o2"":""a14"",""e"":2},{""i"":""s3"",""t"":""Pusher"",""o1"":""a34"",""o2"":""a30"",""e"":2},{""i"":""s4"",""t"":""Pusher"",""o1"":""b25"",""o2"":""a29"",""e"":2},{""i"":""s5"",""t"":""Line"",""x1"":155.760539610063,""y1"":277.49523895876655,""x2"":181.31609516561858,""y2"":277.49523895876655,""a"":""synthetic""},{""i"":""s6"",""t"":""Line"",""x1"":352.4272062767297,""y1"":278.60635006987764,""x2"":383.5383173878408,""y2"":278.60635006987764,""a"":""synthetic""},{""i"":""s7"",""t"":""Line"",""x1"":603.5383173878407,""y1"":275.2730167365443,""x2"":627.9827618322853,""y2"":275.2730167365443,""a"":""synthetic""}]}";no;4;addition;2,4-dimethylpentene,methanol,sulfuric acid;2,4-dimethyl-2-methoxypentane;acid;addition of protonium to the double bond, then nucleophilic attack of the methanol to the tertiary carbocation, then deprotonation of the oxygen on the addition product
"{""m"":[{""a"":[{""x"":144.82990267501032,""y"":258.4179825921645,""i"":""a0""},{""x"":158.97203829874124,""y"":272.56011821589544,""i"":""a1""},{""x"":130.68776705127934,""y"":272.56011821589544,""i"":""a2""},{""x"":128.51641573088685,""y"":248.46320928461978,""i"":""a3""},{""x"":162.15041075069908,""y"":248.41798259216455,""i"":""a4""},{""x"":144.8299026750103,""y"":286.7022538396264,""i"":""a5""},{""x"":179.47091882638787,""y"":258.4179825921645,""i"":""a6""}],""b"":[{""b"":0,""e"":1,""i"":""b0""},{""b"":2,""e"":0,""i"":""b1""},{""b"":0,""e"":3,""i"":""b2""},{""b"":0,""e"":4,""i"":""b3""},{""b"":1,""e"":5,""i"":""b4""},{""b"":5,""e"":2,""i"":""b5""},{""b"":4,""e"":6,""i"":""b6"",""o"":2}]},{""a"":[{""x"":224.80073730057407,""y"":242.63426523185595,""i"":""a7"",""l"":""H""},{""x"":242.12124537626283,""y"":232.63426523185595,""i"":""a8"",""l"":""Cl""}],""b"":[{""b"":0,""e"":1,""i"":""b7""}]},{""a"":[{""x"":345.5859332916836,""y"":252.2757118624118,""i"":""a9""},{""x"":359.72806891541455,""y"":266.41784748614276,""i"":""a10""},{""x"":331.44379766795265,""y"":266.41784748614276,""i"":""a11""},{""x"":329.2724463475601,""y"":242.3209385548671,""i"":""a12""},{""x"":362.90644136737234,""y"":242.27571186241187,""i"":""a13"",""c"":1},{""x"":345.5859332916836,""y"":280.5599831098737,""i"":""a14""},{""x"":380.2269494430612,""y"":252.2757118624118,""i"":""a15""}],""b"":[{""b"":0,""e"":1,""i"":""b8""},{""b"":2,""e"":0,""i"":""b9""},{""b"":0,""e"":3,""i"":""b10""},{""b"":0,""e"":4,""i"":""b11""},{""b"":1,""e"":5,""i"":""b12""},{""b"":5,""e"":2,""i"":""b13""},{""b"":4,""e"":6,""i"":""b14""}]},{""a"":[{""x"":409.9963543281955,""y"":226.85054787154732,""i"":""a16"",""l"":""Cl"",""c"":-1}]},{""a"":[{""x"":512.752354426566,""y"":211.43487281186447,""i"":""a17"",""l"":""Cl"",""c"":-1}]},{""a"":[{""x"":513.0824759228489,""y"":253.0451724359276,""i"":""a18"",""c"":1},{""x"":496.76898897872536,""y"":243.0903991283829,""i"":""a19""},{""x"":520.4029839985376,""y"":273.8220078076802,""i"":""a20""},{""x"":540.4029839985376,""y"":273.8220078076802,""i"":""a21""},{""x"":547.7234920742264,""y"":253.0451724359276,""i"":""a22""},{""x"":530.4029839985376,""y"":243.04517243592767,""i"":""a23""},{""x"":530.4029839985376,""y"":223.04517243592767,""i"":""a24""}],""b"":[{""b"":0,""e"":1,""i"":""b15""},{""b"":2,""e"":0,""i"":""b16""},{""b"":3,""e"":2,""i"":""b17""},{""b"":4,""e"":3,""i"":""b18""},{""b"":0,""e"":5,""i"":""b19""},{""b"":5,""e"":4,""i"":""b20""},{""b"":5,""e"":6,""i"":""b21""}]},{""a"":[{""x"":665.1198285995712,""y"":250.91984952193513,""i"":""a25""},{""x"":672.4403366752599,""y"":271.6966848936877,""i"":""a26""},{""x"":682.4403366752599,""y"":240.9198495219352,""i"":""a27""},{""x"":692.4403366752599,""y"":271.6966848936877,""i"":""a28""},{""x"":699.7608447509488,""y"":250.91984952193513,""i"":""a29""},{""x"":682.4403366752599,""y"":220.9198495219352,""i"":""a30""},{""x"":645.1198285995712,""y"":250.91984952193513,""i"":""a31""},{""x"":647.7993205238824,""y"":240.91984952193513,""i"":""a32"",""l"":""Cl""}],""b"":[{""b"":1,""e"":0,""i"":""b22""},{""b"":0,""e"":2,""i"":""b23""},{""b"":3,""e"":1,""i"":""b24""},{""b"":2,""e"":4,""i"":""b25""},{""b"":2,""e"":5,""i"":""b26""},{""b"":4,""e"":3,""i"":""b27""},{""b"":0,""e"":6,""i"":""b28""},{""b"":0,""e"":7,""i"":""b29""}]}],""s"":[{""i"":""s0"",""t"":""Pusher"",""o1"":""b6"",""o2"":""a7"",""e"":2},{""i"":""s1"",""t"":""Pusher"",""o1"":""b7"",""o2"":""a8"",""e"":2},{""i"":""s2"",""t"":""Pusher"",""o1"":""b8"",""o2"":""a13"",""e"":2},{""i"":""s3"",""t"":""Pusher"",""o1"":""a17"",""o2"":""a18"",""e"":2},{""i"":""s4"",""t"":""Line"",""x1"":272.8990819392928,""y1"":255.71240081171717,""x2"":298.6753125833201,""y2"":255.71240081171717,""a"":""synthetic""},{""i"":""s5"",""t"":""Line"",""x1"":428.0474585824645,""y1"":254.28100202929295,""x2"":453.8236892264918,""y2"":254.28100202929295,""a"":""synthetic""},{""i"":""s6"",""t"":""Line"",""x1"":588.9467481124984,""y1"":255.2330688312458,""x2"":614.7229787565258,""y2"":255.2330688312458,""a"":""synthetic""}]}";no;4;addition;1-methyl-1-vinyl cyclobutane, hydrochloride;1-chloro-1,2-dimethyl cyclopentane;acid;addition of protonium to double bond, rearangement via alkyl shift of ring, addition of chloride to carbocation
"{""m"":[{""a"":[{""x"":346.45607351749504,""y"":242.80425531914892,""i"":""a0""},{""x"":371.98798841111204,""y"":241.7404255319149,""i"":""a1"",""l"":""I""}],""b"":[{""b"":0,""e"":1,""i"":""b0""}]},{""a"":[{""x"":252.83905224089926,""y"":253.44255319148937,""i"":""a2""},{""x"":274.1156479855801,""y"":242.80425531914892,""i"":""a3"",""l"":""O"",""c"":-1}],""b"":[{""b"":0,""e"":1,""i"":""b1""}]},{""a"":[{""x"":481.56245649621843,""y"":256.6340425531915,""i"":""a4""},{""x"":502.83905224089926,""y"":247.05957446808512,""i"":""a5"",""l"":""O""},{""x"":520.1595603165881,""y"":257.0595744680851,""i"":""a6""}],""b"":[{""b"":0,""e"":1,""i"":""b2""},{""b"":1,""e"":2,""i"":""b3""}]},{""a"":[{""x"":558.1582011770695,""y"":255.57021276595745,""i"":""a7"",""l"":""I"",""c"":-1}]}],""s"":[{""i"":""s0"",""t"":""Line"",""x1"":398.5837330919631,""y1"":251.31489361702128,""x2"":429.4531333654671,""y2"":251.31489361702128,""a"":""synthetic""},{""i"":""s1"",""t"":""Pusher"",""o1"":""a3"",""o2"":""a0"",""e"":2},{""i"":""s2"",""t"":""Pusher"",""o1"":""b0"",""o2"":""a1"",""e"":2}]}";no;2;Sn2;methoxide,methyl idodide;dimethylether;base;nucleophilic attack of the methoxide on the methyl idodide
"{""m"":[{""a"":[{""x"":280.43610168209955,""y"":264.36440248676035,""i"":""a0""},{""x"":297.7566097577883,""y"":254.36440248676035,""i"":""a1""},{""x"":315.077117833477,""y"":264.36440248676035,""i"":""a2""},{""x"":297.7566097577883,""y"":234.36440248676027,""i"":""a3""},{""x"":315.077117833477,""y"":244.36440248676027,""i"":""a4"",""l"":""Cl""}],""b"":[{""b"":0,""e"":1,""i"":""b0""},{""b"":1,""e"":2,""i"":""b1""},{""b"":1,""e"":3,""i"":""b2""},{""b"":1,""e"":4,""i"":""b3""}]},{""a"":[{""x"":445.4595954484554,""y"":264.4355975132397,""i"":""a5""},{""x"":462.7801035241441,""y"":254.4355975132397,""i"":""a6"",""c"":1},{""x"":480.100611599833,""y"":264.4355975132397,""i"":""a7""},{""x"":462.7801035241441,""y"":234.43559751323966,""i"":""a8""}],""b"":[{""b"":0,""e"":1,""i"":""b4""},{""b"":1,""e"":2,""i"":""b5""},{""b"":1,""e"":3,""i"":""b6""}]},{""a"":[{""x"":522.7576825764062,""y"":250.0534653465346,""i"":""a9"",""l"":""Cl"",""c"":-1}]},{""a"":[{""x"":197.30277931317565,""y"":261.7522552255225,""i"":""a10"",""l"":""O""},{""x"":214.6232873888644,""y"":251.7522552255225,""i"":""a11""},{""x"":231.9437954645532,""y"":261.7522552255225,""i"":""a12""}],""b"":[{""b"":0,""e"":1,""i"":""b7""},{""b"":1,""e"":2,""i"":""b8""}]},{""a"":[{""x"":563.051138617478,""y"":255.10352035203513,""i"":""a13"",""l"":""O""},{""x"":580.3716466931668,""y"":245.10352035203516,""i"":""a14""},{""x"":597.6921547688556,""y"":255.10352035203513,""i"":""a15""}],""b"":[{""b"":0,""e"":1,""i"":""b9""},{""b"":1,""e"":2,""i"":""b10""}]}],""s"":[{""i"":""s0"",""t"":""Pusher"",""o1"":""b3"",""o2"":""a4"",""e"":2},{""i"":""s1"",""t"":""Line"",""x1"":358.664378597011,""y1"":254.35225522552253,""x2"":401.7108650970728,""y2"":254.35225522552253,""a"":""equilibrium""}]}";no;2;Sn1;ethanol,tert-butylcholride;tert-butyl carbocation;base;loss of leaving group from tert-butylchloride followed by a nucleophilic attac of ethanol on the carbocation
"{""m"":[{""a"":[{""x"":257.33764152863233,""y"":241.37338003165323,""i"":""a0"",""l"":""O"",""c"":-1}]},{""a"":[{""x"":482.96833762113425,""y"":253,""i"":""a1"",""l"":""O""}]},{""a"":[{""x"":535.6555225338677,""y"":242,""i"":""a2"",""l"":""Br"",""c"":-1}]},{""a"":[{""x"":341.5167746832056,""y"":263.69922108585354,""i"":""a3""},{""x"":312.80592818000883,""y"":256.6329152218925,""i"":""a4""},{""x"":341.5167746832056,""y"":283.69922108585365,""i"":""a5"",""l"":""Br""},{""x"":312.80592818000883,""y"":236.6329152218925,""i"":""a6"",""l"":""H""},{""x"":297.0643411291386,""y"":268.9699504054313,""i"":""a7""}],""b"":[{""b"":1,""e"":0,""i"":""b0""},{""b"":0,""e"":2,""i"":""b1""},{""b"":1,""e"":3,""i"":""b2""},{""b"":1,""e"":4,""i"":""b3""}]},{""a"":[{""x"":422.79998779296875,""y"":251,""i"":""a8""},{""x"":440.12049586865754,""y"":241,""i"":""a9""},{""x"":457.4410039443463,""y"":251,""i"":""a10""}],""b"":[{""b"":0,""e"":1,""i"":""b4""},{""b"":1,""e"":2,""i"":""b5"",""o"":2}]}],""s"":[{""i"":""s0"",""t"":""Pusher"",""o1"":""a0"",""o2"":""a6"",""e"":2},{""i"":""s1"",""t"":""Pusher"",""o1"":""b1"",""o2"":""a5"",""e"":2},{""i"":""s2"",""t"":""Line"",""x1"":359.98147714507076,""y1"":247.53776359329706,""x2"":389.5294223505502,""y2"":247.53776359329706,""a"":""synthetic""},{""i"":""s3"",""t"":""Pusher"",""o1"":""b2"",""o2"":""b0"",""e"":2}]}";no;2;E2;1-bromopropane,hydroxide;propene;base;the base hydroxide abstracts an alphaproton from the 1-bromopropane to form a carbon-carbon double bond and bromide departs as a leaving group
"{""m"":[{""a"":[{""x"":353.36134314962464,""y"":200.4771929824561,""i"":""a0""},{""x"":370.6818512253134,""y"":190.4771929824561,""i"":""a1""},{""x"":388.00235930100223,""y"":200.4771929824561,""i"":""a2"",""c"":1},{""x"":405.32286737669097,""y"":190.4771929824561,""i"":""a3""}],""b"":[{""b"":0,""e"":1,""i"":""b0"",""o"":2},{""b"":1,""e"":2,""i"":""b1""},{""b"":2,""e"":3,""i"":""b2""}]},{""a"":[{""x"":450.36134314962464,""y"":196.4771929824561,""i"":""a4"",""l"":""Cl"",""c"":-1}]},{""a"":[{""x"":374.7010891117802,""y"":300.07719298245615,""i"":""a5""},{""x"":392.02159718746907,""y"":310.07719298245615,""i"":""a6""},{""x"":409.3421052631578,""y"":300.07719298245615,""i"":""a7""},{""x"":357.3805810360915,""y"":310.07719298245615,""i"":""a8"",""c"":1}],""b"":[{""b"":0,""e"":1,""i"":""b3"",""o"":2},{""b"":1,""e"":2,""i"":""b4""},{""b"":0,""e"":3,""i"":""b5""}]},{""a"":[{""x"":568.3613431496246,""y"":204.4771929824561,""i"":""a9""},{""x"":585.6818512253135,""y"":194.4771929824561,""i"":""a10""},{""x"":603.0023593010021,""y"":204.47719298245613,""i"":""a11""},{""x"":620.322867376691,""y"":194.47719298245616,""i"":""a12""},{""x"":603.0023593010021,""y"":224.47719298245613,""i"":""a13"",""l"":""Cl""}],""b"":[{""b"":0,""e"":1,""i"":""b6"",""o"":2},{""b"":1,""e"":2,""i"":""b7""},{""b"":2,""e"":3,""i"":""b8""},{""b"":2,""e"":4,""i"":""b9""}]},{""a"":[{""x"":175.41353867864652,""y"":198.49624060150376,""i"":""a14""},{""x"":192.7340467543353,""y"":188.49624060150376,""i"":""a15""},{""x"":210.05455483002405,""y"":198.49624060150376,""i"":""a16""},{""x"":227.37506290571284,""y"":188.49624060150376,""i"":""a17""},{""x"":244.6955709814016,""y"":198.49624060150376,""i"":""a18"",""l"":""O"",""c"":1}],""b"":[{""b"":0,""e"":1,""i"":""b10""},{""b"":1,""e"":2,""i"":""b11"",""o"":2},{""b"":2,""e"":3,""i"":""b12""},{""b"":3,""e"":4,""i"":""b13""}]},{""a"":[{""x"":173.55101123842505,""y"":302.4263157894737,""i"":""a19""},{""x"":190.87151931411384,""y"":292.4263157894737,""i"":""a20""},{""x"":208.19202738980258,""y"":302.4263157894737,""i"":""a21""},{""x"":225.51253546549137,""y"":292.4263157894737,""i"":""a22""},{""x"":242.83304354118013,""y"":302.4263157894737,""i"":""a23"",""l"":""O"",""c"":1}],""b"":[{""b"":0,""e"":1,""i"":""b14""},{""b"":1,""e"":2,""i"":""b15"",""o"":2},{""b"":2,""e"":3,""i"":""b16""},{""b"":3,""e"":4,""i"":""b17""}]}],""s"":[{""i"":""s0"",""t"":""Line"",""x1"":485.36134314962464,""y1"":199.4771929824561,""x2"":533.371758686256,""y2"":199.4771929824561,""a"":""synthetic""},{""i"":""s1"",""t"":""Pusher"",""o1"":""a4"",""o2"":""a2"",""e"":2},{""i"":""s2"",""t"":""Line"",""x1"":377.36134314962464,""y1"":241.4771929824561,""x2"":377.36134314962464,""y2"":273.4928141696204,""a"":""resonance""},{""i"":""s3"",""t"":""Line"",""x1"":282.55639582150366,""y1"":198.49624060150376,""x2"":320.68468835948556,""y2"":198.49624060150376,""a"":""synthetic""},{""i"":""s4"",""t"":""Pusher"",""o1"":""b11"",""o2"":""b12"",""e"":2},{""i"":""s5"",""t"":""Pusher"",""o1"":""b13"",""o2"":""a18"",""e"":2},{""i"":""s6"",""t"":""Line"",""x1"":280.6938683812822,""y1"":302.4263157894737,""x2"":318.82216091926415,""y2"":302.4263157894737,""a"":""synthetic""},{""i"":""s7"",""t"":""Pusher"",""o1"":""b17"",""o2"":""a23"",""e"":2}]}";yes;2;Sn1;allylic butene carbocation, chloride;3-chlorobute-1-ene;acid;the allylic butene carbocation is resonance stabilized and undergoes an addition reaction from chloride to form the 3-chloro-buth-1-ene
